threshold,tp,fp,tn,fn,tpr,fpr,asr
-3.056701471734007,7,0,500,493,0.014,0.0,0.507
-3.0536091795894906,7,0,500,493,0.014,0.0,0.507
-3.0505168874449744,7,0,500,493,0.014,0.0,0.507
-3.047424595300458,7,0,500,493,0.014,0.0,0.507
-3.044332303155942,7,0,500,493,0.014,0.0,0.507
-3.0412400110114257,7,0,500,493,0.014,0.0,0.507
-3.0381477188669095,7,0,500,493,0.014,0.0,0.507
-3.0350554267223933,7,0,500,493,0.014,0.0,0.507
-3.031963134577877,7,0,500,493,0.014,0.0,0.507
-3.028870842433361,7,0,500,493,0.014,0.0,0.507
-3.0257785502888446,7,0,500,493,0.014,0.0,0.507
-3.0226862581443283,7,0,500,493,0.014,0.0,0.507
-3.019593965999812,7,0,500,493,0.014,0.0,0.507
-3.016501673855296,7,0,500,493,0.014,0.0,0.507
-3.0134093817107797,7,0,500,493,0.014,0.0,0.507
-3.0103170895662634,7,0,500,493,0.014,0.0,0.507
-3.007224797421747,7,0,500,493,0.014,0.0,0.507
-3.004132505277231,7,0,500,493,0.014,0.0,0.507
-3.0010402131327147,7,0,500,493,0.014,0.0,0.507
-2.9979479209881985,7,0,500,493,0.014,0.0,0.507
-2.9948556288436823,7,0,500,493,0.014,0.0,0.507
-2.991763336699166,7,0,500,493,0.014,0.0,0.507
-2.98867104455465,7,0,500,493,0.014,0.0,0.507
-2.9855787524101336,7,0,500,493,0.014,0.0,0.507
-2.9824864602656174,7,0,500,493,0.014,0.0,0.507
-2.979394168121101,7,0,500,493,0.014,0.0,0.507
-2.976301875976585,7,0,500,493,0.014,0.0,0.507
-2.9732095838320687,7,0,500,493,0.014,0.0,0.507
-2.9701172916875525,7,0,500,493,0.014,0.0,0.507
-2.9670249995430362,7,0,500,493,0.014,0.0,0.507
-2.96393270739852,7,0,500,493,0.014,0.0,0.507
-2.9608404152540038,7,0,500,493,0.014,0.0,0.507
-2.9577481231094875,7,0,500,493,0.014,0.0,0.507
-2.9546558309649713,7,0,500,493,0.014,0.0,0.507
-2.951563538820455,7,0,500,493,0.014,0.0,0.507
-2.948471246675939,7,0,500,493,0.014,0.0,0.507
-2.9453789545314226,7,0,500,493,0.014,0.0,0.507
-2.9422866623869064,7,0,500,493,0.014,0.0,0.507
-2.93919437024239,7,0,500,493,0.014,0.0,0.507
-2.936102078097874,7,0,500,493,0.014,0.0,0.507
-2.9330097859533577,7,0,500,493,0.014,0.0,0.507
-2.9299174938088415,7,0,500,493,0.014,0.0,0.507
-2.9268252016643252,7,0,500,493,0.014,0.0,0.507
-2.923732909519809,7,0,500,493,0.014,0.0,0.507
-2.920640617375293,7,0,500,493,0.014,0.0,0.507
-2.9175483252307766,7,0,500,493,0.014,0.0,0.507
-2.9144560330862603,7,0,500,493,0.014,0.0,0.507
-2.911363740941744,7,0,500,493,0.014,0.0,0.507
-2.908271448797228,7,0,500,493,0.014,0.0,0.507
-2.9051791566527116,7,0,500,493,0.014,0.0,0.507
-2.9020868645081954,7,0,500,493,0.014,0.0,0.507
-2.898994572363679,7,0,500,493,0.014,0.0,0.507
-2.895902280219163,7,0,500,493,0.014,0.0,0.507
-2.8928099880746467,7,0,500,493,0.014,0.0,0.507
-2.8897176959301305,7,0,500,493,0.014,0.0,0.507
-2.8866254037856143,7,0,500,493,0.014,0.0,0.507
-2.883533111641098,7,0,500,493,0.014,0.0,0.507
-2.880440819496582,7,0,500,493,0.014,0.0,0.507
-2.8773485273520656,7,0,500,493,0.014,0.0,0.507
-2.8742562352075494,7,0,500,493,0.014,0.0,0.507
-2.871163943063033,7,0,500,493,0.014,0.0,0.507
-2.868071650918517,7,0,500,493,0.014,0.0,0.507
-2.8649793587740007,7,0,500,493,0.014,0.0,0.507
-2.8618870666294844,7,0,500,493,0.014,0.0,0.507
-2.858794774484968,7,0,500,493,0.014,0.0,0.507
-2.855702482340452,7,0,500,493,0.014,0.0,0.507
-2.8526101901959358,7,0,500,493,0.014,0.0,0.507
-2.8495178980514195,7,0,500,493,0.014,0.0,0.507
-2.8464256059069033,7,0,500,493,0.014,0.0,0.507
-2.843333313762387,7,0,500,493,0.014,0.0,0.507
-2.840241021617871,7,0,500,493,0.014,0.0,0.507
-2.8371487294733546,7,0,500,493,0.014,0.0,0.507
-2.8340564373288384,7,0,500,493,0.014,0.0,0.507
-2.830964145184322,7,0,500,493,0.014,0.0,0.507
-2.827871853039806,7,0,500,493,0.014,0.0,0.507
-2.8247795608952897,7,0,500,493,0.014,0.0,0.507
-2.8216872687507735,7,0,500,493,0.014,0.0,0.507
-2.8185949766062572,7,0,500,493,0.014,0.0,0.507
-2.815502684461741,7,0,500,493,0.014,0.0,0.507
-2.812410392317225,7,0,500,493,0.014,0.0,0.507
-2.8093181001727086,7,0,500,493,0.014,0.0,0.507
-2.8062258080281923,7,0,500,493,0.014,0.0,0.507
-2.803133515883676,8,0,500,492,0.016,0.0,0.508
-2.80004122373916,8,0,500,492,0.016,0.0,0.508
-2.7969489315946436,8,0,500,492,0.016,0.0,0.508
-2.7938566394501274,8,0,500,492,0.016,0.0,0.508
-2.790764347305611,8,0,500,492,0.016,0.0,0.508
-2.787672055161095,8,0,500,492,0.016,0.0,0.508
-2.7845797630165787,8,0,500,492,0.016,0.0,0.508
-2.7814874708720625,8,0,500,492,0.016,0.0,0.508
-2.7783951787275463,8,0,500,492,0.016,0.0,0.508
-2.77530288658303,8,0,500,492,0.016,0.0,0.508
-2.772210594438514,8,0,500,492,0.016,0.0,0.508
-2.7691183022939976,8,0,500,492,0.016,0.0,0.508
-2.7660260101494814,8,0,500,492,0.016,0.0,0.508
-2.762933718004965,8,0,500,492,0.016,0.0,0.508
-2.759841425860449,8,0,500,492,0.016,0.0,0.508
-2.7567491337159327,8,0,500,492,0.016,0.0,0.508
-2.7536568415714164,8,0,500,492,0.016,0.0,0.508
-2.7505645494269,8,0,500,492,0.016,0.0,0.508
-2.747472257282384,8,0,500,492,0.016,0.0,0.508
-2.7443799651378677,8,0,500,492,0.016,0.0,0.508
-2.7412876729933515,8,0,500,492,0.016,0.0,0.508
-2.7381953808488353,8,0,500,492,0.016,0.0,0.508
-2.735103088704319,8,0,500,492,0.016,0.0,0.508
-2.732010796559803,8,0,500,492,0.016,0.0,0.508
-2.7289185044152866,8,0,500,492,0.016,0.0,0.508
-2.7258262122707704,8,0,500,492,0.016,0.0,0.508
-2.722733920126254,9,0,500,491,0.018,0.0,0.509
-2.719641627981738,9,0,500,491,0.018,0.0,0.509
-2.7165493358372217,9,0,500,491,0.018,0.0,0.509
-2.7134570436927055,9,0,500,491,0.018,0.0,0.509
-2.7103647515481892,9,0,500,491,0.018,0.0,0.509
-2.707272459403673,9,0,500,491,0.018,0.0,0.509
-2.7041801672591568,9,0,500,491,0.018,0.0,0.509
-2.7010878751146405,9,0,500,491,0.018,0.0,0.509
-2.6979955829701243,9,0,500,491,0.018,0.0,0.509
-2.694903290825608,9,0,500,491,0.018,0.0,0.509
-2.691810998681092,9,0,500,491,0.018,0.0,0.509
-2.6887187065365756,9,0,500,491,0.018,0.0,0.509
-2.6856264143920594,9,0,500,491,0.018,0.0,0.509
-2.682534122247543,9,0,500,491,0.018,0.0,0.509
-2.679441830103027,9,0,500,491,0.018,0.0,0.509
-2.6763495379585107,9,0,500,491,0.018,0.0,0.509
-2.6732572458139945,9,0,500,491,0.018,0.0,0.509
-2.6701649536694783,9,0,500,491,0.018,0.0,0.509
-2.667072661524962,9,0,500,491,0.018,0.0,0.509
-2.663980369380446,9,0,500,491,0.018,0.0,0.509
-2.6608880772359296,9,0,500,491,0.018,0.0,0.509
-2.6577957850914133,9,0,500,491,0.018,0.0,0.509
-2.654703492946897,9,0,500,491,0.018,0.0,0.509
-2.651611200802381,9,0,500,491,0.018,0.0,0.509
-2.6485189086578647,9,0,500,491,0.018,0.0,0.509
-2.6454266165133484,9,0,500,491,0.018,0.0,0.509
-2.642334324368832,9,0,500,491,0.018,0.0,0.509
-2.639242032224316,9,0,500,491,0.018,0.0,0.509
-2.6361497400797997,9,0,500,491,0.018,0.0,0.509
-2.6330574479352835,9,0,500,491,0.018,0.0,0.509
-2.6299651557907673,10,0,500,490,0.02,0.0,0.51
-2.626872863646251,10,0,500,490,0.02,0.0,0.51
-2.623780571501735,10,0,500,490,0.02,0.0,0.51
-2.6206882793572186,10,0,500,490,0.02,0.0,0.51
-2.6175959872127024,10,0,500,490,0.02,0.0,0.51
-2.614503695068186,10,0,500,490,0.02,0.0,0.51
-2.61141140292367,10,0,500,490,0.02,0.0,0.51
-2.6083191107791537,10,0,500,490,0.02,0.0,0.51
-2.6052268186346375,10,0,500,490,0.02,0.0,0.51
-2.6021345264901212,10,0,500,490,0.02,0.0,0.51
-2.599042234345605,10,0,500,490,0.02,0.0,0.51
-2.5959499422010888,10,0,500,490,0.02,0.0,0.51
-2.5928576500565725,10,0,500,490,0.02,0.0,0.51
-2.5897653579120563,10,0,500,490,0.02,0.0,0.51
-2.58667306576754,10,0,500,490,0.02,0.0,0.51
-2.583580773623024,10,0,500,490,0.02,0.0,0.51
-2.5804884814785076,10,0,500,490,0.02,0.0,0.51
-2.5773961893339914,10,0,500,490,0.02,0.0,0.51
-2.574303897189475,10,0,500,490,0.02,0.0,0.51
-2.571211605044959,10,0,500,490,0.02,0.0,0.51
-2.5681193129004427,10,0,500,490,0.02,0.0,0.51
-2.5650270207559265,10,0,500,490,0.02,0.0,0.51
-2.5619347286114103,10,0,500,490,0.02,0.0,0.51
-2.558842436466894,10,0,500,490,0.02,0.0,0.51
-2.555750144322378,10,0,500,490,0.02,0.0,0.51
-2.5526578521778616,10,0,500,490,0.02,0.0,0.51
-2.5495655600333453,10,0,500,490,0.02,0.0,0.51
-2.546473267888829,10,0,500,490,0.02,0.0,0.51
-2.543380975744313,10,0,500,490,0.02,0.0,0.51
-2.5402886835997966,10,0,500,490,0.02,0.0,0.51
-2.5371963914552804,10,0,500,490,0.02,0.0,0.51
-2.534104099310764,10,0,500,490,0.02,0.0,0.51
-2.531011807166248,11,0,500,489,0.022,0.0,0.511
-2.5279195150217317,11,0,500,489,0.022,0.0,0.511
-2.5248272228772155,11,0,500,489,0.022,0.0,0.511
-2.5217349307326993,11,0,500,489,0.022,0.0,0.511
-2.518642638588183,11,0,500,489,0.022,0.0,0.511
-2.515550346443667,11,0,500,489,0.022,0.0,0.511
-2.5124580542991506,11,0,500,489,0.022,0.0,0.511
-2.5093657621546344,11,0,500,489,0.022,0.0,0.511
-2.506273470010118,11,0,500,489,0.022,0.0,0.511
-2.503181177865602,11,0,500,489,0.022,0.0,0.511
-2.5000888857210857,11,0,500,489,0.022,0.0,0.511
-2.4969965935765694,11,0,500,489,0.022,0.0,0.511
-2.493904301432053,11,0,500,489,0.022,0.0,0.511
-2.490812009287537,11,0,500,489,0.022,0.0,0.511
-2.4877197171430208,11,0,500,489,0.022,0.0,0.511
-2.4846274249985045,11,0,500,489,0.022,0.0,0.511
-2.4815351328539883,11,0,500,489,0.022,0.0,0.511
-2.478442840709472,11,0,500,489,0.022,0.0,0.511
-2.475350548564956,11,0,500,489,0.022,0.0,0.511
-2.4722582564204396,11,0,500,489,0.022,0.0,0.511
-2.4691659642759234,11,0,500,489,0.022,0.0,0.511
-2.466073672131407,11,0,500,489,0.022,0.0,0.511
-2.462981379986891,11,0,500,489,0.022,0.0,0.511
-2.4598890878423747,11,0,500,489,0.022,0.0,0.511
-2.4567967956978585,11,0,500,489,0.022,0.0,0.511
-2.4537045035533422,11,0,500,489,0.022,0.0,0.511
-2.450612211408826,11,0,500,489,0.022,0.0,0.511
-2.44751991926431,11,0,500,489,0.022,0.0,0.511
-2.4444276271197936,11,0,500,489,0.022,0.0,0.511
-2.4413353349752773,11,0,500,489,0.022,0.0,0.511
-2.438243042830761,11,0,500,489,0.022,0.0,0.511
-2.435150750686245,11,0,500,489,0.022,0.0,0.511
-2.4320584585417286,11,0,500,489,0.022,0.0,0.511
-2.4289661663972124,11,0,500,489,0.022,0.0,0.511
-2.425873874252696,11,0,500,489,0.022,0.0,0.511
-2.42278158210818,11,0,500,489,0.022,0.0,0.511
-2.4196892899636637,11,0,500,489,0.022,0.0,0.511
-2.4165969978191475,11,0,500,489,0.022,0.0,0.511
-2.4135047056746313,11,0,500,489,0.022,0.0,0.511
-2.410412413530115,11,0,500,489,0.022,0.0,0.511
-2.407320121385599,11,0,500,489,0.022,0.0,0.511
-2.4042278292410826,11,0,500,489,0.022,0.0,0.511
-2.4011355370965664,11,0,500,489,0.022,0.0,0.511
-2.39804324495205,11,0,500,489,0.022,0.0,0.511
-2.394950952807534,11,0,500,489,0.022,0.0,0.511
-2.3918586606630177,11,0,500,489,0.022,0.0,0.511
-2.3887663685185014,11,0,500,489,0.022,0.0,0.511
-2.385674076373985,11,0,500,489,0.022,0.0,0.511
-2.382581784229469,11,0,500,489,0.022,0.0,0.511
-2.3794894920849528,11,0,500,489,0.022,0.0,0.511
-2.3763971999404365,11,0,500,489,0.022,0.0,0.511
-2.3733049077959203,11,0,500,489,0.022,0.0,0.511
-2.370212615651404,11,0,500,489,0.022,0.0,0.511
-2.367120323506888,11,0,500,489,0.022,0.0,0.511
-2.3640280313623716,11,0,500,489,0.022,0.0,0.511
-2.3609357392178554,12,0,500,488,0.024,0.0,0.512
-2.357843447073339,12,0,500,488,0.024,0.0,0.512
-2.354751154928823,12,0,500,488,0.024,0.0,0.512
-2.3516588627843067,12,0,500,488,0.024,0.0,0.512
-2.3485665706397905,12,0,500,488,0.024,0.0,0.512
-2.3454742784952742,12,0,500,488,0.024,0.0,0.512
-2.342381986350758,12,0,500,488,0.024,0.0,0.512
-2.3392896942062418,13,0,500,487,0.026,0.0,0.513
-2.3361974020617255,13,0,500,487,0.026,0.0,0.513
-2.3331051099172093,13,0,500,487,0.026,0.0,0.513
-2.330012817772693,13,0,500,487,0.026,0.0,0.513
-2.326920525628177,13,0,500,487,0.026,0.0,0.513
-2.3238282334836606,13,0,500,487,0.026,0.0,0.513
-2.3207359413391444,13,0,500,487,0.026,0.0,0.513
-2.317643649194628,13,0,500,487,0.026,0.0,0.513
-2.314551357050112,14,0,500,486,0.028,0.0,0.514
-2.3114590649055957,14,0,500,486,0.028,0.0,0.514
-2.3083667727610795,14,0,500,486,0.028,0.0,0.514
-2.3052744806165633,14,0,500,486,0.028,0.0,0.514
-2.302182188472047,14,0,500,486,0.028,0.0,0.514
-2.299089896327531,14,0,500,486,0.028,0.0,0.514
-2.2959976041830146,14,0,500,486,0.028,0.0,0.514
-2.2929053120384983,14,0,500,486,0.028,0.0,0.514
-2.289813019893982,14,0,500,486,0.028,0.0,0.514
-2.286720727749466,14,0,500,486,0.028,0.0,0.514
-2.2836284356049497,14,0,500,486,0.028,0.0,0.514
-2.2805361434604334,14,0,500,486,0.028,0.0,0.514
-2.277443851315917,14,0,500,486,0.028,0.0,0.514
-2.274351559171401,14,0,500,486,0.028,0.0,0.514
-2.2712592670268847,14,0,500,486,0.028,0.0,0.514
-2.2681669748823685,14,0,500,486,0.028,0.0,0.514
-2.2650746827378523,15,0,500,485,0.03,0.0,0.515
-2.261982390593336,15,0,500,485,0.03,0.0,0.515
-2.25889009844882,15,0,500,485,0.03,0.0,0.515
-2.2557978063043036,15,0,500,485,0.03,0.0,0.515
-2.2527055141597874,15,0,500,485,0.03,0.0,0.515
-2.249613222015271,15,0,500,485,0.03,0.0,0.515
-2.246520929870755,15,0,500,485,0.03,0.0,0.515
-2.2434286377262387,15,0,500,485,0.03,0.0,0.515
-2.2403363455817225,15,0,500,485,0.03,0.0,0.515
-2.2372440534372062,15,0,500,485,0.03,0.0,0.515
-2.23415176129269,15,0,500,485,0.03,0.0,0.515
-2.2310594691481738,15,0,500,485,0.03,0.0,0.515
-2.2279671770036575,15,0,500,485,0.03,0.0,0.515
-2.2248748848591413,15,0,500,485,0.03,0.0,0.515
-2.221782592714625,15,0,500,485,0.03,0.0,0.515
-2.218690300570109,15,0,500,485,0.03,0.0,0.515
-2.2155980084255926,15,0,500,485,0.03,0.0,0.515
-2.2125057162810764,15,0,500,485,0.03,0.0,0.515
-2.20941342413656,15,0,500,485,0.03,0.0,0.515
-2.206321131992044,16,0,500,484,0.032,0.0,0.516
-2.2032288398475277,16,0,500,484,0.032,0.0,0.516
-2.2001365477030115,16,0,500,484,0.032,0.0,0.516
-2.1970442555584953,16,0,500,484,0.032,0.0,0.516
-2.193951963413979,16,0,500,484,0.032,0.0,0.516
-2.190859671269463,16,0,500,484,0.032,0.0,0.516
-2.1877673791249466,16,0,500,484,0.032,0.0,0.516
-2.1846750869804303,16,0,500,484,0.032,0.0,0.516
-2.181582794835914,16,0,500,484,0.032,0.0,0.516
-2.178490502691398,16,0,500,484,0.032,0.0,0.516
-2.1753982105468816,16,0,500,484,0.032,0.0,0.516
-2.1723059184023654,16,0,500,484,0.032,0.0,0.516
-2.169213626257849,16,0,500,484,0.032,0.0,0.516
-2.166121334113333,16,0,500,484,0.032,0.0,0.516
-2.1630290419688167,16,0,500,484,0.032,0.0,0.516
-2.1599367498243005,16,0,500,484,0.032,0.0,0.516
-2.1568444576797843,17,0,500,483,0.034,0.0,0.517
-2.153752165535268,17,0,500,483,0.034,0.0,0.517
-2.150659873390752,17,0,500,483,0.034,0.0,0.517
-2.1475675812462356,17,0,500,483,0.034,0.0,0.517
-2.1444752891017194,17,0,500,483,0.034,0.0,0.517
-2.141382996957203,17,0,500,483,0.034,0.0,0.517
-2.138290704812687,17,0,500,483,0.034,0.0,0.517
-2.1351984126681707,17,0,500,483,0.034,0.0,0.517
-2.1321061205236544,17,0,500,483,0.034,0.0,0.517
-2.129013828379138,17,0,500,483,0.034,0.0,0.517
-2.125921536234622,17,0,500,483,0.034,0.0,0.517
-2.1228292440901058,17,0,500,483,0.034,0.0,0.517
-2.1197369519455895,17,0,500,483,0.034,0.0,0.517
-2.1166446598010733,17,0,500,483,0.034,0.0,0.517
-2.113552367656557,17,0,500,483,0.034,0.0,0.517
-2.110460075512041,17,0,500,483,0.034,0.0,0.517
-2.1073677833675246,17,0,500,483,0.034,0.0,0.517
-2.1042754912230084,17,0,500,483,0.034,0.0,0.517
-2.101183199078492,17,0,500,483,0.034,0.0,0.517
-2.098090906933976,17,0,500,483,0.034,0.0,0.517
-2.0949986147894597,17,0,500,483,0.034,0.0,0.517
-2.0919063226449435,17,0,500,483,0.034,0.0,0.517
-2.0888140305004272,17,0,500,483,0.034,0.0,0.517
-2.085721738355911,17,0,500,483,0.034,0.0,0.517
-2.082629446211395,17,0,500,483,0.034,0.0,0.517
-2.0795371540668786,17,0,500,483,0.034,0.0,0.517
-2.0764448619223623,17,0,500,483,0.034,0.0,0.517
-2.073352569777846,17,0,500,483,0.034,0.0,0.517
-2.07026027763333,17,0,500,483,0.034,0.0,0.517
-2.0671679854888136,17,0,500,483,0.034,0.0,0.517
-2.0640756933442974,17,0,500,483,0.034,0.0,0.517
-2.060983401199781,17,0,500,483,0.034,0.0,0.517
-2.057891109055265,17,0,500,483,0.034,0.0,0.517
-2.0547988169107487,17,0,500,483,0.034,0.0,0.517
-2.0517065247662325,17,0,500,483,0.034,0.0,0.517
-2.0486142326217163,17,0,500,483,0.034,0.0,0.517
-2.0455219404772,17,0,500,483,0.034,0.0,0.517
-2.042429648332684,17,0,500,483,0.034,0.0,0.517
-2.0393373561881676,17,0,500,483,0.034,0.0,0.517
-2.0362450640436514,17,0,500,483,0.034,0.0,0.517
-2.033152771899135,17,0,500,483,0.034,0.0,0.517
-2.030060479754619,17,0,500,483,0.034,0.0,0.517
-2.0269681876101027,18,0,500,482,0.036,0.0,0.518
-2.0238758954655864,18,0,500,482,0.036,0.0,0.518
-2.02078360332107,18,0,500,482,0.036,0.0,0.518
-2.017691311176554,18,0,500,482,0.036,0.0,0.518
-2.0145990190320378,18,0,500,482,0.036,0.0,0.518
-2.0115067268875215,18,0,500,482,0.036,0.0,0.518
-2.0084144347430053,18,0,500,482,0.036,0.0,0.518
-2.005322142598489,18,0,500,482,0.036,0.0,0.518
-2.002229850453973,18,0,500,482,0.036,0.0,0.518
-1.9991375583094566,18,0,500,482,0.036,0.0,0.518
-1.9960452661649404,18,0,500,482,0.036,0.0,0.518
-1.9929529740204242,18,0,500,482,0.036,0.0,0.518
-1.989860681875908,18,0,500,482,0.036,0.0,0.518
-1.9867683897313917,18,0,500,482,0.036,0.0,0.518
-1.9836760975868755,18,0,500,482,0.036,0.0,0.518
-1.9805838054423592,18,0,500,482,0.036,0.0,0.518
-1.977491513297843,18,0,500,482,0.036,0.0,0.518
-1.9743992211533268,18,0,500,482,0.036,0.0,0.518
-1.9713069290088105,18,0,500,482,0.036,0.0,0.518
-1.9682146368642943,18,0,500,482,0.036,0.0,0.518
-1.965122344719778,18,0,500,482,0.036,0.0,0.518
-1.9620300525752619,18,0,500,482,0.036,0.0,0.518
-1.9589377604307456,18,0,500,482,0.036,0.0,0.518
-1.9558454682862294,18,0,500,482,0.036,0.0,0.518
-1.9527531761417132,18,0,500,482,0.036,0.0,0.518
-1.949660883997197,18,0,500,482,0.036,0.0,0.518
-1.9465685918526807,18,0,500,482,0.036,0.0,0.518
-1.9434762997081645,18,0,500,482,0.036,0.0,0.518
-1.9403840075636483,18,0,500,482,0.036,0.0,0.518
-1.937291715419132,18,0,500,482,0.036,0.0,0.518
-1.9341994232746158,18,0,500,482,0.036,0.0,0.518
-1.9311071311300996,18,0,500,482,0.036,0.0,0.518
-1.9280148389855833,18,0,500,482,0.036,0.0,0.518
-1.9249225468410671,18,0,500,482,0.036,0.0,0.518
-1.9218302546965509,18,0,500,482,0.036,0.0,0.518
-1.9187379625520347,18,0,500,482,0.036,0.0,0.518
-1.9156456704075184,18,0,500,482,0.036,0.0,0.518
-1.9125533782630022,19,0,500,481,0.038,0.0,0.519
-1.909461086118486,19,0,500,481,0.038,0.0,0.519
-1.9063687939739697,19,0,500,481,0.038,0.0,0.519
-1.9032765018294535,19,0,500,481,0.038,0.0,0.519
-1.9001842096849373,19,0,500,481,0.038,0.0,0.519
-1.897091917540421,19,0,500,481,0.038,0.0,0.519
-1.8939996253959048,19,0,500,481,0.038,0.0,0.519
-1.8909073332513886,19,0,500,481,0.038,0.0,0.519
-1.8878150411068724,19,0,500,481,0.038,0.0,0.519
-1.8847227489623561,19,0,500,481,0.038,0.0,0.519
-1.88163045681784,19,0,500,481,0.038,0.0,0.519
-1.8785381646733237,19,0,500,481,0.038,0.0,0.519
-1.8754458725288075,19,0,500,481,0.038,0.0,0.519
-1.8723535803842912,19,0,500,481,0.038,0.0,0.519
-1.869261288239775,19,0,500,481,0.038,0.0,0.519
-1.8661689960952588,19,0,500,481,0.038,0.0,0.519
-1.8630767039507425,19,0,500,481,0.038,0.0,0.519
-1.8599844118062263,19,0,500,481,0.038,0.0,0.519
-1.85689211966171,19,0,500,481,0.038,0.0,0.519
-1.8537998275171939,19,0,500,481,0.038,0.0,0.519
-1.8507075353726776,19,0,500,481,0.038,0.0,0.519
-1.8476152432281614,19,0,500,481,0.038,0.0,0.519
-1.8445229510836452,19,0,500,481,0.038,0.0,0.519
-1.841430658939129,19,0,500,481,0.038,0.0,0.519
-1.8383383667946127,19,0,500,481,0.038,0.0,0.519
-1.8352460746500965,19,0,500,481,0.038,0.0,0.519
-1.8321537825055803,19,0,500,481,0.038,0.0,0.519
-1.829061490361064,19,0,500,481,0.038,0.0,0.519
-1.8259691982165478,19,0,500,481,0.038,0.0,0.519
-1.8228769060720316,19,0,500,481,0.038,0.0,0.519
-1.8197846139275153,19,0,500,481,0.038,0.0,0.519
-1.816692321782999,19,0,500,481,0.038,0.0,0.519
-1.8136000296384829,19,0,500,481,0.038,0.0,0.519
-1.8105077374939667,19,0,500,481,0.038,0.0,0.519
-1.8074154453494504,19,0,500,481,0.038,0.0,0.519
-1.8043231532049342,19,0,500,481,0.038,0.0,0.519
-1.801230861060418,19,0,500,481,0.038,0.0,0.519
-1.7981385689159017,19,0,500,481,0.038,0.0,0.519
-1.7950462767713855,19,0,500,481,0.038,0.0,0.519
-1.7919539846268693,19,0,500,481,0.038,0.0,0.519
-1.788861692482353,19,0,500,481,0.038,0.0,0.519
-1.7857694003378368,19,0,500,481,0.038,0.0,0.519
-1.7826771081933206,19,0,500,481,0.038,0.0,0.519
-1.7795848160488044,19,0,500,481,0.038,0.0,0.519
-1.7764925239042881,19,0,500,481,0.038,0.0,0.519
-1.773400231759772,19,0,500,481,0.038,0.0,0.519
-1.7703079396152557,19,0,500,481,0.038,0.0,0.519
-1.7672156474707394,19,0,500,481,0.038,0.0,0.519
-1.7641233553262232,19,0,500,481,0.038,0.0,0.519
-1.761031063181707,19,0,500,481,0.038,0.0,0.519
-1.7579387710371908,19,0,500,481,0.038,0.0,0.519
-1.7548464788926745,19,0,500,481,0.038,0.0,0.519
-1.7517541867481583,19,0,500,481,0.038,0.0,0.519
-1.748661894603642,19,0,500,481,0.038,0.0,0.519
-1.7455696024591258,19,0,500,481,0.038,0.0,0.519
-1.7424773103146096,19,0,500,481,0.038,0.0,0.519
-1.7393850181700934,20,0,500,480,0.04,0.0,0.52
-1.7362927260255772,20,0,500,480,0.04,0.0,0.52
-1.733200433881061,20,0,500,480,0.04,0.0,0.52
-1.7301081417365447,20,0,500,480,0.04,0.0,0.52
-1.7270158495920285,20,0,500,480,0.04,0.0,0.52
-1.7239235574475122,20,0,500,480,0.04,0.0,0.52
-1.720831265302996,20,0,500,480,0.04,0.0,0.52
-1.7177389731584798,20,0,500,480,0.04,0.0,0.52
-1.7146466810139636,20,0,500,480,0.04,0.0,0.52
-1.7115543888694473,20,0,500,480,0.04,0.0,0.52
-1.708462096724931,20,0,500,480,0.04,0.0,0.52
-1.7053698045804149,20,0,500,480,0.04,0.0,0.52
-1.7022775124358986,20,0,500,480,0.04,0.0,0.52
-1.6991852202913824,20,0,500,480,0.04,0.0,0.52
-1.6960929281468662,20,0,500,480,0.04,0.0,0.52
-1.69300063600235,20,0,500,480,0.04,0.0,0.52
-1.6899083438578337,20,0,500,480,0.04,0.0,0.52
-1.6868160517133175,20,0,500,480,0.04,0.0,0.52
-1.6837237595688013,20,0,500,480,0.04,0.0,0.52
-1.680631467424285,20,0,500,480,0.04,0.0,0.52
-1.6775391752797688,20,0,500,480,0.04,0.0,0.52
-1.6744468831352526,20,0,500,480,0.04,0.0,0.52
-1.6713545909907364,20,0,500,480,0.04,0.0,0.52
-1.6682622988462201,20,0,500,480,0.04,0.0,0.52
-1.665170006701704,21,0,500,479,0.042,0.0,0.521
-1.6620777145571877,21,0,500,479,0.042,0.0,0.521
-1.6589854224126714,21,0,500,479,0.042,0.0,0.521
-1.6558931302681552,21,0,500,479,0.042,0.0,0.521
-1.652800838123639,21,0,500,479,0.042,0.0,0.521
-1.6497085459791228,21,0,500,479,0.042,0.0,0.521
-1.6466162538346065,21,0,500,479,0.042,0.0,0.521
-1.6435239616900903,21,0,500,479,0.042,0.0,0.521
-1.640431669545574,21,0,500,479,0.042,0.0,0.521
-1.6373393774010578,21,0,500,479,0.042,0.0,0.521
-1.6342470852565416,21,0,500,479,0.042,0.0,0.521
-1.6311547931120254,21,0,500,479,0.042,0.0,0.521
-1.6280625009675092,21,0,500,479,0.042,0.0,0.521
-1.624970208822993,21,0,500,479,0.042,0.0,0.521
-1.6218779166784767,21,0,500,479,0.042,0.0,0.521
-1.6187856245339605,21,0,500,479,0.042,0.0,0.521
-1.6156933323894442,21,0,500,479,0.042,0.0,0.521
-1.612601040244928,21,0,500,479,0.042,0.0,0.521
-1.6095087481004118,21,0,500,479,0.042,0.0,0.521
-1.6064164559558956,21,0,500,479,0.042,0.0,0.521
-1.6033241638113793,22,0,500,478,0.044,0.0,0.522
